序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1134,2669,康达新材,上海康达化工新材料股份有限公司,上海市,奉贤区,5.50亿,4343.69万,501,2012-04-16,--,,其他化学制品,主营业务:胶粘剂的研发、生产、销售和服务,胶粘剂的研发、生产、销售和服务
1135,2670,国盛金控,国盛金融控股集团股份有限公司,佛山市,顺德区,18.73亿,5.81亿,1843,2012-04-16,--,,其他非银行金融,主营业务:证券业务、投资业务和线缆业务。,证券业务、投资业务和线缆业务。
1136,2671,龙泉股份,山东龙泉管道工程股份有限公司,淄博市,博山区,9.77亿,4682.77万,1266,2012-04-26,--,,商品混凝土,主营业务:预应力钢筒混凝土管(PCCP)的生产与销售,预应力钢筒混凝土管(PCCP)的生产与销售
1137,2672,东江环保,东江环保股份有限公司,深圳市,南山区,31.00亿,5.53亿,4534,2012-04-26,--,,固废处理,主营业务:工业废物处理和市政废物处理,工业废物处理和市政废物处理
1138,2673,西部证券,西部证券股份有限公司,西安市,新城区,31.70亿,7.54亿,3013,2012-05-03,--,,证券,主营业务:证券经纪业务、证券自营业务、客户资产管理业务、投资银行业务、融资融券业务、研发业务、期货业务、固定收益业务、场外市场业务等,证券经纪业务、证券自营业务、客户资产管理业务、投资银行业务、融资融券业务、研发业务、期货业务、固定收益业务、场外市场业务等
1139,2674,兴业科技,兴业皮革科技股份有限公司,泉州市,晋江市,21.13亿,4513.69万,2509,2012-05-07,--,,皮革,主营业务:中高档牛头层鞋面革的开发、生产与销售,中高档牛头层鞋面革的开发、生产与销售
1140,2675,东诚药业,烟台东诚药业集团股份有限公司,烟台市,烟台市,15.96亿,2.65亿,1673,2012-05-25,--,,化学原料药,主营业务:中西药制剂、生化原料药的研发、生产和销售,中西药制剂、生化原料药的研发、生产和销售
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1141,2676,顺威股份,广东顺威精密塑料股份有限公司,佛山市,顺德区,15.55亿,-4939.95万,3710,2012-05-25,--,,塑料空调风叶的生产和销售,主营业务:塑料空调风叶的生产和销售,塑料空调风叶的生产和销售
1142,2677,浙江美大,浙江美大实业股份有限公司,嘉兴市,海宁市,10.26亿,3.05亿,1034,2012-05-25,--,,小家电,主营业务:集成灶产品的制造、加工和销售。,集成灶产品的制造、加工和销售。
1143,2678,珠江钢琴,广州珠江钢琴集团股份有限公司,广州市,荔湾区,17.90亿,1.60亿,2308,2012-05-30,--,,钢琴,主营业务:从事钢琴及数码钢琴乐器产品的研发、制造、销售与服务,从事钢琴及数码钢琴乐器产品的研发、制造、销售与服务
1144,2679,福建金森,福建金森林业股份有限公司,三明市,将乐县,1.75亿,5569.15万,291,2012-06-05,--,,林业种植,主营业务:森林培育营造，森林保有管护，木材生产销售。,森林培育营造，森林保有管护，木材生产销售。
1145,2680,*ST长生,长生生物科技股份有限公司,连云港市,东海县,15.53亿,5.68亿,1041,2012-06-05,--,,生物医药,主营业务:人用疫苗产品研发、生产和销售,人用疫苗产品研发、生产和销售
1146,2681,奋达科技,深圳市奋达科技股份有限公司,深圳市,宝安区,32.10亿,4.44亿,9340,2012-06-05,--,,小家电,主营业务:消费电子产品及其核心部件的研发、设计、生产与销售,消费电子产品及其核心部件的研发、设计、生产与销售
1147,2682,龙洲股份,龙洲集团股份有限公司,龙岩市,新罗区,47.51亿,2.01亿,6051,2012-06-12,--,,公路运输,主营业务:现代物流服务(含沥青供应链、港口码头服务、物流园区经营)和汽车制造及销售与服务。,现代物流服务(含沥青供应链、港口码头服务、物流园区经营)和汽车制造及销售与服务。
1148,2683,宏大爆破,广东宏大爆破股份有限公司,广州市,天河区,39.85亿,1.81亿,4114,2012-06-12,--,,民爆用品,主营业务:矿山工程服务及民爆器材生产,矿山工程服务及民爆器材生产
1149,2684,猛狮科技,广东猛狮新能源科技股份有限公司,汕头市,澄海区,39.05亿,-1.72亿,3851,2012-06-12,--,,电池,主营业务:从事各类铅蓄电池产品的研发、生产和销售,从事各类铅蓄电池产品的研发、生产和销售
1150,2685,华东重机,无锡华东重型机械股份有限公司,无锡市,滨湖区,50.02亿,1.64亿,1007,2012-06-12,--,,起重运输设备,主营业务:从事轨道吊、岸桥等集装箱装卸设备研发、生产、安装与销售,从事轨道吊、岸桥等集装箱装卸设备研发、生产、安装与销售
1151,2686,亿利达,浙江亿利达风机股份有限公司,台州市,路桥区,13.67亿,1.68亿,2349,2012-07-03,--,,其他通用机械,主营业务:从事空调风机、建筑通风机、空调配件的生产和销售,从事空调风机、建筑通风机、空调配件的生产和销售
1152,2687,乔治白,浙江乔治白服饰股份有限公司,温州市,平阳县,7.87亿,7727.53万,3363,2012-07-13,--,,职业装,"主营业务:从事""乔治白""品牌的职业装、男装及休闲服饰的生产和销售","从事""乔治白""品牌的职业装、男装及休闲服饰的生产和销售"
1153,2688,金河生物,金河生物科技股份有限公司,呼和浩特市,托克托县,14.58亿,1.10亿,2191,2012-07-13,--,,动物用药,主营业务:从事药物饲料添加剂的生产和销售,从事药物饲料添加剂的生产和销售
1154,2689,远大智能,沈阳远大智能工业集团股份有限公司,沈阳市,于洪区,11.79亿,3224.50万,1706,2012-07-17,--,,电梯设备,主营业务:从事电梯、自动扶梯、自动人行道的设计、制造、销售、安装和维保等业务,从事电梯、自动扶梯、自动人行道的设计、制造、销售、安装和维保等业务
1155,2690,美亚光电,合肥美亚光电技术股份有限公司,合肥市,肥西县,10.94亿,3.63亿,1069,2012-07-31,--,,其他专用机械,主营业务:光电检测专用设备的生产和销售,光电检测专用设备的生产和销售
1156,2691,冀凯股份,冀凯装备制造股份有限公司,石家庄市,裕华区,4.02亿,927.74万,721,2012-07-31,--,,矿山冶金机械,主营业务:矿用采掘和运输机械的研发、生产和销售,矿用采掘和运输机械的研发、生产和销售
1157,2692,远程股份,远程电缆股份有限公司,无锡市,宜兴市,25.73亿,6934.40万,1241,2012-08-08,--,,电线电缆,主营业务:电线电缆产品的设计、研发、生产与销售,电线电缆产品的设计、研发、生产与销售
1158,2693,双成药业,海南双成药业股份有限公司,海口市,秀英区,2.47亿,132.90万,570,2012-08-08,--,,化学原料药,主营业务:化学合成多肽药品的研发、生产和销售,化学合成多肽药品的研发、生产和销售
1159,2694,顾地科技,顾地科技股份有限公司,鄂州市,鄂城区,20.62亿,1.17亿,2322,2012-08-16,--,,管材,主营业务:从事塑料管道的研发、生产和销售,从事塑料管道的研发、生产和销售
1160,2695,煌上煌,江西煌上煌集团食品股份有限公司,南昌市,南昌县,14.78亿,1.47亿,1063,2012-09-05,--,,肉制品,主营业务:酱卤肉制品、佐餐凉菜快捷消费食品及米制品的开发、生产和销售,酱卤肉制品、佐餐凉菜快捷消费食品及米制品的开发、生产和销售
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1161,2696,百洋股份,百洋产业投资集团股份有限公司,南宁市,西乡塘区,23.94亿,1.25亿,4093,2012-09-05,--,,淡水渔业,主营业务:冷冻罗非鱼产品的生产和销售,冷冻罗非鱼产品的生产和销售
1162,2697,红旗连锁,成都红旗连锁股份有限公司,成都市,郫都区,69.39亿,1.65亿,15139,2012-09-05,--,,专业连锁,主营业务:便利超市的连锁经营,便利超市的连锁经营
1163,2698,博实股份,哈尔滨博实自动化股份有限公司,哈尔滨市,道里区,7.88亿,1.22亿,952,2012-09-11,--,,矿山冶金机械,主营业务:石化化工后处理自动化成套设备的研发、生产和销售，并为客户提供相关的技术服务。,石化化工后处理自动化成套设备的研发、生产和销售，并为客户提供相关的技术服务。
1164,2699,美盛文化,美盛文化创意股份有限公司,绍兴市,新昌县,9.12亿,1.82亿,1443,2012-09-11,--,,动漫,主营业务:从事动漫衍生品细分产品动漫服饰的开发、生产和销售,从事动漫衍生品细分产品动漫服饰的开发、生产和销售
1165,2700,新疆浩源,新疆浩源天然气股份有限公司,阿克苏地区,阿克苏市,3.65亿,7477.85万,470,2012-09-21,--,,燃气,主营业务:天然气输配、销售和入户安装业务。,天然气输配、销售和入户安装业务。
1166,2701,奥瑞金,奥瑞金科技股份有限公司,北京市,怀柔区,73.42亿,6.90亿,3305,2012-10-11,--,,包装印刷,主营业务:金属包装容器的设计、制造及销售。,金属包装容器的设计、制造及销售。
1167,2702,海欣食品,海欣食品股份有限公司,福州市,仓山区,9.68亿,-2728.19万,1325,2012-10-11,--,,冷冻食品,主营业务:速冻鱼糜制品和速冻肉制品的生产和销售。,速冻鱼糜制品和速冻肉制品的生产和销售。
1168,2703,浙江世宝,浙江世宝股份有限公司,金华市,义乌市,11.54亿,2673.38万,1665,2012-11-02,--,,汽车零部件,主营业务:汽车转向器及配件的研发、生产和销售。,汽车转向器及配件的研发、生产和销售。
1169,2705,新宝股份,广东新宝电器股份有限公司,佛山市,顺德区,82.22亿,4.10亿,24438,2014-01-21,--,,小家电,主营业务:设计研发、生产、销售小家电产品；水处理设备,设计研发、生产、销售小家电产品；水处理设备
1170,2706,良信电器,上海良信电器股份有限公司,上海市,浦东新区,14.52亿,2.10亿,1748,2014-01-21,--,,其他电气设备,主营业务:终端电器、配电电器、控制电器等三大类低压电器产品的研发、生产和销售,终端电器、配电电器、控制电器等三大类低压电器产品的研发、生产和销售
1171,2707,众信旅游,众信旅游集团股份有限公司,北京市,朝阳区,120.48亿,2.80亿,4821,2014-01-23,--,,旅游服务,主营业务:从事出境游批发、出境游零售和商务会奖旅游业务,从事出境游批发、出境游零售和商务会奖旅游业务
1172,2708,光洋股份,常州光洋轴承股份有限公司,常州市,新北区,14.61亿,1205.70万,3502,2014-01-21,--,,汽车零部件,主营业务:从事汽车精密轴承和锥环的研发、生产和销售，拥有独立完整的研发、供应、生产和销售系统。,从事汽车精密轴承和锥环的研发、生产和销售，拥有独立完整的研发、供应、生产和销售系统。
1173,2709,天赐材料,广州天赐高新材料股份有限公司,广州市,黄埔区,20.57亿,3.01亿,1975,2014-01-23,--,,其他化学制品,主营业务:个人护理品材料、锂离子电池材料及有机硅橡胶材料等精细化工新材料产品的研发、生产和销售。,个人护理品材料、锂离子电池材料及有机硅橡胶材料等精细化工新材料产品的研发、生产和销售。
1174,2711,欧浦智网,欧浦智网股份有限公司,佛山市,顺德区,69.22亿,2.38亿,922,2014-01-27,--,,物流,主营业务:集智能化物流、钢铁、家具、供应链金融等为一体,集智能化物流、钢铁、家具、供应链金融等为一体
1175,2712,思美传媒,思美传媒股份有限公司,杭州市,上城区,41.87亿,2.40亿,870,2014-01-23,--,,营销服务,主营业务:媒介代理及品牌管理。,媒介代理及品牌管理。
1176,2713,东易日盛,东易日盛家居装饰集团股份有限公司,北京市,房山区,36.12亿,2.73亿,6243,2014-02-19,--,,装修装饰,主营业务:居室装饰设计、工程施工、配套木作产品研发、生产及全国性家装品牌特许经营,居室装饰设计、工程施工、配套木作产品研发、生产及全国性家装品牌特许经营
1177,2714,牧原股份,牧原食品股份有限公司,南阳市,内乡县,100.42亿,23.66亿,27003,2014-01-28,--,,畜牧养殖,主营业务:生猪的养殖与销售,生猪的养殖与销售
1178,2715,登云股份,怀集登云汽配股份有限公司,肇庆市,怀集县,3.42亿,895.66万,1495,2014-02-19,--,,汽车零部件,主营业务:汽车发动机进排气门系列产品的研发、生产与销售,汽车发动机进排气门系列产品的研发、生产与销售
